url,question_text,image_urls
https://www.hackerrank.com/challenges/swaps-and-sum?isFullScreen=true,"You are given a sequence
. The task is to perform the following queries on it:
Type 1.
Given two integers
and
. Reorder the elements of the sequence in such a way (changed part of the sequence is in brackets):
That is swap the first two elements of segment
, the second two elements, and so on.
Type 2.
Given two integers
and
, print the value of sum
.
Input Format
The first line contains two integers
and
. The second line contains
integers
, denoting initial sequence.
Each of the next
lines contains three integers
, where
denotes the type of the query, and
are parameters of the query. It's guaranteed that for a first-type query
will be even.
Constraints
Output Format
For each query of the second type print the required sum.
Sample Input
6 4
1 2 3 4 5 6
1 2 5
2 2 3
2 3 4
2 4 5
Example Output
5
7
9
Explanation
After the first query the sequence becomes [1, 3, 2, 5, 4, 6].",
https://www.hackerrank.com/challenges/find-the-permutation?isFullScreen=true,"Consider a
permutation
,
, of integers from
to
. Let's determine the
of
to be the
minimum absolute difference
between any
consecutive integers in
:
Generate a
lexicographically
sorted list of all permutations of length
having a
maximal distance
between all permutations of the same length. Print the lexicographically
permutation.
Input Format
The first line contains an integer,
(the number of test cases).
The
subsequent lines each contain two space-separated integers,
(the permutation length) and
(the 1-based index in the list of permutations having a maximal distance), respectively. The
line corresponds to the
test case.
Note:
It is guaranteed that the sum of all
does not exceed
.
Constraints
Output Format
For each test case: if the list of permutations having maximal distance has
at least
elements, print the
permutation as sequential (i.e.: from
to
) space-separated integers on a new line; otherwise, print
.
Sample Input
3
3 5
4 2
4 3
Sample Output
3 1 2
3 1 4 2
-1
Explanation
For
and
:
Each of the
permutations has distance
. We choose the fifth one (because
), and print
3 1 2
on a new line.
For
and
:
The maximal distance in the list of permutations of integers from
to
is
, and the only permutations having that distance are
and
. We choose the second one (because
), and print
3 1 4 2
on a new line.",
https://www.hackerrank.com/challenges/recalling-early-days-gp-with-trees?isFullScreen=true,"Chinese Version
Russian Version
You are given a
tree
with N nodes and each has a value associated with it. You are given Q queries, each of which is either an update or a retrieval operation.
The
update query
is of the format
i j X
This means you'd have to add a
GP
series to the nodes which lie in the path from node
i
to node
j
(both inclusive) with first term of the GP as
X
on node
i
and the common ratio as
R
(given in the input)
The
retrieval
query is of the format
i j
You need to return the sum of the node values (S) lying in the path from node i to node j modulo 100711433.
Input Format
The first line contains two integers (N and R respectively) separated by a space.
In the next N-1 lines, the i
th
line describes the i
th
edge: a line with two integers a b separated by a single space denotes an edge between a, b.
The next line contains 2 space separated integers (U and Q respectively) representing the number of Update and Query operations to follow.
U lines follow. Each of the next U lines contains 3 space separated integers (i,j, and X respectively).
Each of the next Q lines contains 2 space separated integers, i and j respectively.
Output Format
It contains exactly Q lines and each line containing the answer of the i
th
query.
Constraints
2 <= N <= 100000
2 <= R <= 10
9
1 <= U <= 100000
1 <= Q <= 100000
1 <= X <= 10
1 <= a, b, i, j <= N
Sample Input
6 2
1 2
1 4
2 6
4 5
4 3
2 2
1 6 3
5 3 5
6 4
5 1
Sample Output
31
18
Explanation
The node values after the first updation becomes :
3 6 0 0 0 12
The node values after second updation becomes :
3 6 20 10 5 12
Answer to Query #1: 12 + 6 + 3 + 10 = 31
Answer to Query #2: 5 + 10 +3 = 18",
https://www.hackerrank.com/challenges/number-game-on-a-tree?isFullScreen=true,"Andy and Lily love playing games with numbers and trees. Today they have a
tree
consisting of
nodes and
edges. Each edge
has an integer weight,
.
Before the game starts, Andy chooses an unordered pair of distinct nodes,
, and uses all the edge weights present on the unique path from node
to node
to construct a list of numbers. For example, in the diagram below, Andy constructs a list from the edge weights along the path
:
https://s3.amazonaws.com/hr-challenge-images/0/1485795937-a90f0c2865-treegame_3_.png
Andy then uses this list to play the following game with Lily:
Two players move in alternating turns, and both players play optimally (meaning they will not make a move that causes them to lose the game if some better, winning move exists).
Andy always starts the game by removing a single integer from the list.
During each subsequent move, the current player removes an integer
less than or equal to
the integer removed in the last move.
The first player to be unable to move loses the game.
For example, if the list of integers is
and Andy starts the game by removing
, the list becomes
. Then, in Lily's move, she must remove a remaining integer less than or equal to
(i.e.,
,
,
, or
).
The two friends decide to play
games, where each game is in the form of a tree. For each game, calculate the number of
unordered pairs
of nodes that Andy can choose to ensure he
always
wins the game.
Input Format
The first line contains a single integer,
, denoting the number of games. The subsequent lines describe each game in the following format:
The first line contains an integer,
, denoting the number of nodes in the tree.
Each line
of the
subsequent lines contains three space-separated integers describing the respective values of
,
, and
for the
edge connecting nodes
and
with weight
.
Constraints
Sum of
over all games does not exceed
Scoring
For
of score, the sum of
over all games does not exceed
.
For
of score, the sum of
over all games does not exceed
.
Output Format
For each game, print an integer on a new line describing the number of unordered pairs Andy can choose to construct a list that allows him to win the game.
Sample Input 0
3
5
1 2 2
1 3 1
3 4 1
3 5 2
5
1 2 0
2 3 2
3 4 2
4 5 0
5
1 2 0
1 3 1
3 4 0
3 5 2
Sample Output 0
9
8
10
Explanation 0
Andy and Lily play the following
games:
The first game's tree looks like this:
https://s3.amazonaws.com/hr-challenge-images/0/1485704304-f7046664c1-treegame2.png
There are
ways to choose
, and only one such pair causes Andy to lose the game. If he chooses the pair
, the list is
. Andy removes
in his first move, and Lily removes the remaining
in the next move; at this point, Andy has no remaining moves and Lily wins. Because Andy will win if he selects any of the other
pairs, we print
on a new line.
The second game's tree looks like this:
https://s3.amazonaws.com/hr-challenge-images/0/1485703652-d3cd2c9de6-treegame.png
There are
ways to choose
, and two pairs that cause Andy to lose the game:
If Andy chooses
, the list is
. Andy removes
in his first move, and Lily removes the remaining
in the next move; at this point, Andy has no remaining moves and Lily wins.
If Andy chooses
, the list is
. Andy can remove either a
or a
in the first move, but either way Lily will make an optimal choice in her next move that causes Andy to lose. Andy will win if he selects any of the other
pairs, so we print
on a new line.
The third game's tree looks like this:
https://s3.amazonaws.com/hr-challenge-images/0/1485704410-173c04fa5d-treegame1.png
There are
ways to choose
, and Andy will win the game regardless of which pair he chooses. Thus, we print
on a new line.",
https://www.hackerrank.com/challenges/ab0?isFullScreen=true,"Two positive integers
and
are given.
is decimal representation of integer
.
Lets define
.
For example, if
:
For each query you will be given two integers
and
that define a substring equal to
.
Your task is to calculate
divisibility
of given substring.
Divisibility
of given substring is equal to number of
pairs such that:
and
is divisible by
, assuming that
is divisible by any other integer.
Timelimits
Timelimits for this challenge is given
here
Input Format
First line contains two integers
and
separated by a single space.
is the number of queries.
Second line contains a big integer
.
Next
lines contains two integers
and
separated by a single space each - begin and end points of substring.
Constraints
Output Format
Output
lines, the
-th line of the output should contain single integer 
divisibility
of the
-th query substring.
Sample Input
3 5
4831318
3 5
5 7
1 7
1 2
2 3
Sample Output
2
3
9
1
1
Explanation
In the first query, b = 3 and e = 5. Two such pairs that are divisible by P = 3 are 
 f(3, 3) = 3 and f(5, 5). Hence the answer 2.
In the second query, b = 5 and e = 7. Three such pairs that are divisible by P are 
 F(5, 5) = 3, f(6, 7) = 18 and f(5, 7) = 318",
https://www.hackerrank.com/challenges/unique-colors?isFullScreen=true,"You are given an unrooted tree of
nodes numbered from
to
. Each node
has a color,
.
Let
be the number of different colors in the path between node
and node
. For each node
, calculate the value of
, defined as follows:
Your task is to print the value of
for each node
.
Input Format
The first line contains a single integer,
, denoting the number of nodes.
The second line contains
space-separated integers,
, where each
describes the color of node
.
Each of the
subsequent lines contains
space-separated integers,
and
, defining an undirected edge between nodes
and
.
Constraints
Output Format
Print
lines, where the
line contains a single integer denoting
.
Sample Input
5
1 2 3 2 3
1 2
2 3
2 4
1 5
Sample Output
10
9
11
9
12
Explanation
The
Sample Input
defines the following tree:
https://s3.amazonaws.com/hr-challenge-images/17417/1462441250-3e70e16b09-may1.png
Each
is calculated as follows:",
https://www.hackerrank.com/challenges/coloring-tree?isFullScreen=true,"You are given a tree with
N
nodes with every node being colored. A color is represented by an integer ranging from 1 to 10
9
. Can you find the number of distinct colors available in a subtree rooted at the node
s
?
Input Format
The first line contains three space separated integers representing the number of nodes in the tree (
N
), number of queries to answer (
M
) and the root of the tree.
In each of the next N-1 lines, there are two space separated integers(a b) representing an edge from node a to Node b and vice-versa.
N lines follow: N+i
th
line contains the color of the i
th
node.
M lines follow: Each line containg a single integer s.
Output Format
Output exactly M lines, each line containing the output of the i
th
query.
Constraints
0 <= M <= 10
5
1 <= N <= 10
5
1 <= root <= N
1 <= color of the Node <= 10
9
Example
Sample Input
4 2 1
1 2
2 4
2 3
10
20
20
30
1
2
Sample Output
3
2
Explanation
Query 1-Subtree rooted at 1 is the entire tree and colors used are 10 20 20 30 , so the answer is 3(10,20 and 30)
Query 2-Subtree rooted at 2 contains color 20 20 30, so the answer is 2(20 and 30)",
https://www.hackerrank.com/challenges/waiter?isFullScreen=true,"You are a waiter at a party.  There is a pile of numbered plates.  Create an empty
array.  At each iteration,
, remove each plate from the top of the stack in order.  Determine if the number on the plate is evenly divisible by the
prime number.  If it is, stack it in pile
.  Otherwise, stack it in stack
.  Store the values in
from top to bottom in
.  In the next iteration, do the same with the values in stack
.  Once the required number of iterations is complete, store the remaining values in
in
, again from top to bottom.  Return the
array.
Example
An abbreviated list of primes is
.  Stack the plates in reverse order.
Begin iterations.  On the first iteration, check if items are divisible by
.
Move
elements to
.
On the second iteration, test if
elements are divisible by
.
Move
elmements to
.
And on the third iteration, test if
elements are divisible by
.
Move
elmements to
.
All iterations are complete, so move the remaining elements in
, from top to bottom, to
.
.  Return this list.
Function Description
Complete the
waiter
function in the editor below.
waiter
has the following parameters:
int number[n]:
the numbers on the plates
int q:
the number of iterations
Returns
int[n]:
the numbers on the plates after processing
Input Format
The first line contains two space separated integers,
and
.
The next line contains
space separated integers representing the initial pile of plates, i.e.,
.
Constraints
Sample Input 0
5 1
3 4 7 6 5
Sample Output 0
4
6
3
7
5
Explanation 0
Initially:
= [3, 4, 7, 6, 5]<-TOP
After 1 iteration (divide by 2, the 1st prime number):
= [5, 7, 3]<-TOP
= [6, 4]<-TOP
Move
elements to
.
All iterations are complete, so move
elements to
.
.
Sample Input 1
5 2
3 3 4 4 9
Sample Output 1
4
4
9
3
3
Explanation 1
Initially:
= [3, 3, 4, 4, 9]<-TOP
After
iteration (divide by 2):
= [9, 3, 3]<-TOP
= [4, 4]<-TOP
Move
to
.
After
iteration (divide by 3):
= []<- TOP
= [3, 3, 9]<-TOP
Move
elements to
.
There are no values remaining in
.",
https://www.hackerrank.com/challenges/are-you-an-expert-on-data-structures-1?isFullScreen=true,,
https://www.hackerrank.com/challenges/cube-summation?isFullScreen=true,"Chinese Version
Russian Version
Define a 3-D Matrix in which each block contains 0 initially. The first block is defined by the coordinates (1,1,1) and the last block is defined by the coordinates (n,n,n). There are two types of queries.
UPDATE x y z W
Update the value of block (x,y,z) to W.
QUERY x1 y1 z1 x2 y2 z2
Calculate the sum of the values of blocks whose x coordinate is between x1 and x2 (inclusive), y coordinate between y1 and y2 (inclusive) and z coordinate between z1 and z2 (inclusive).
Function Description
Complete the
cubeSum
function in the editor below.
cubeSum
has the following parameters:
- *int n: the dimensions of the 3-d matrix
-
string operations[m]:
the operations to perform
Returns
-
int[]:
the results of each
QUERY
operation
Input Format
The first line contains an integer
, the number of test-cases.
testcases follow.
For each test case, the first line contains two space-separated integers,
and
.
defines the
matrix.
defines the number of operations.
The next
lines will contain an operation either of these forms:
1. UPDATE x y z W
 2. QUERY  x1 y1 z1 x2 y2 z2
Constraints
-10
9
\le W \le 10
9
Sample Input
2
4 5
UPDATE 2 2 2 4
QUERY 1 1 1 3 3 3
UPDATE 1 1 1 23
QUERY 2 2 2 4 4 4
QUERY 1 1 1 3 3 3
2 4
UPDATE 2 2 2 1
QUERY 1 1 1 1 1 1
QUERY 1 1 1 2 2 2
QUERY 2 2 2 2 2 2
Sample Output
4
4
27
0
1
1
Explanation
In the first test case, there is a cube of 4 * 4 * 4 and there are 5 queries.  Initially all the cells (1,1,1) to (4,4,4) are 0.
UPDATE 2 2 2 4
makes the cell (2,2,2) = 4
QUERY 1 1 1 3 3 3
. As (2,2,2) is updated to 4 and the rest are all 0. The answer to this query is 4.
UPDATE 1 1 1 23
. updates the cell (1,1,1) to 23.
QUERY 2 2 2 4 4 4
. Only the cell (1,1,1) and (2,2,2) are non-zero and (1,1,1) is not between (2,2,2) and (4,4,4). So, the answer is 4.
QUERY 1 1 1 3 3 3
. 2 cells are non-zero and their sum is 23+4 = 27.",
https://www.hackerrank.com/challenges/array-pairs?isFullScreen=true,"Consider an array of
integers,
. Find and print the total number of
pairs such that
where
.
Input Format
The first line contains an integer,
, denoting the number of elements in the array.
The second line consists of
space-separated integers describing the respective values of
.
Constraints
Scoring
for
of the test cases.
for
of the test cases.
for
of the test cases.
Output Format
Print a long integer denoting the total number
pairs satisfying
where
.
Sample Input
5  
1 1 2 4 2
Sample Output
8
Explanation
There are eight pairs of indices satisfying the given criteria:
,
,
,
,
,
,
, and
. Thus, we print
as our answer.",
